,# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,season
351,2nd,G,Russell Westbrook,29.0,OKC,322.0,500.0,0.644,24.0,63.0,13.0,80.0,36.4,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166,2018
352,2nd,C,Joel Embiid,23.0,PHI,294.0,500.0,0.588,11.0,78.0,5.0,63.0,30.3,22.9,11.0,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155,2018
353,2nd,F,LaMarcus Aldridge,32.0,SAS,236.0,500.0,0.472,2.0,68.0,22.0,75.0,33.5,23.1,8.5,2.0,0.6,1.2,0.51,0.293,0.837,10.9,0.209,2018
354,2nd,G,DeMar DeRozan,28.0,TOR,165.0,500.0,0.33,2.0,39.0,38.0,80.0,33.9,23.0,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17,2018
356,3rd,G,Stephen Curry,29.0,GSW,164.0,500.0,0.328,2.0,39.0,37.0,51.0,32.0,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267,2018
357,3rd,G,Victor Oladipo,25.0,IND,105.0,500.0,0.21,0.0,24.0,33.0,75.0,34.0,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155,2018
358,3rd,C,Karl-Anthony Towns,22.0,MIN,99.0,500.0,0.198,0.0,18.0,45.0,82.0,35.6,21.3,12.3,2.4,0.8,1.4,0.545,0.421,0.858,14.0,0.23,2018
359,3rd,F,Jimmy Butler,28.0,MIN,81.0,500.0,0.162,1.0,8.0,52.0,59.0,36.7,22.2,5.3,4.9,2.0,0.4,0.474,0.35,0.854,8.9,0.198,2018
360,3rd,F,Paul George,27.0,OKC,54.0,500.0,0.108,0.0,4.0,42.0,79.0,36.6,21.9,5.7,3.3,2.0,0.5,0.43,0.401,0.822,8.9,0.147,2018
362,ORV,G,Chris Paul,32.0,HOU,54.0,500.0,0.108,0.0,0.0,0.0,58.0,31.8,18.6,5.4,7.9,1.7,0.2,0.46,0.38,0.919,10.2,0.265,2018
363,ORV,C,Rudy Gobert,25.0,UTA,51.0,500.0,0.102,0.0,0.0,0.0,56.0,32.4,13.5,10.7,1.4,0.8,2.3,0.622,0.0,0.682,8.1,0.214,2018
364,ORV,G,Kyrie Irving,25.0,BOS,42.0,500.0,0.084,0.0,0.0,0.0,60.0,32.2,24.4,3.8,5.1,1.1,0.3,0.491,0.408,0.889,8.9,0.222,2018
365,ORV,F,Ben Simmons,21.0,PHI,36.0,500.0,0.072,0.0,0.0,0.0,81.0,33.7,15.8,8.1,8.2,1.7,0.9,0.545,0.0,0.56,9.2,0.162,2018
366,ORV,C,Al Horford,31.0,BOS,32.0,500.0,0.064,0.0,0.0,0.0,72.0,31.6,12.9,7.4,4.7,0.6,1.1,0.489,0.429,0.783,7.8,0.165,2018
367,ORV,C,Nikola Jokić,22.0,DEN,28.0,500.0,0.056,0.0,0.0,0.0,75.0,32.6,18.5,10.7,6.1,1.2,0.8,0.499,0.396,0.85,10.7,0.211,2018
368,ORV,C,Andre Drummond,24.0,DET,7.0,500.0,0.014,0.0,0.0,0.0,78.0,33.7,15.0,16.0,3.0,1.5,1.6,0.529,0.0,0.605,10.3,0.189,2018
369,ORV,C,Clint Capela,23.0,HOU,6.0,500.0,0.012,0.0,0.0,0.0,74.0,27.5,13.9,10.8,0.9,0.8,1.9,0.652,0.0,0.56,10.2,0.242,2018
370,ORV,F,Draymond Green,27.0,GSW,6.0,500.0,0.012,0.0,0.0,0.0,70.0,32.7,11.0,7.6,7.3,1.4,1.3,0.454,0.301,0.775,6.1,0.127,2018
371,ORV,G,Kyle Lowry,31.0,TOR,3.0,500.0,0.006,0.0,0.0,0.0,78.0,32.2,16.2,5.6,6.9,1.1,0.2,0.427,0.399,0.854,10.2,0.194,2018
372,ORV,C,Steven Adams,24.0,OKC,2.0,500.0,0.004,0.0,0.0,0.0,76.0,32.7,13.9,9.0,1.2,1.2,1.0,0.629,0.0,0.559,9.7,0.187,2018
373,ORV,G,Donovan Mitchell,21.0,UTA,2.0,500.0,0.004,0.0,0.0,0.0,79.0,33.4,20.5,3.7,3.7,1.5,0.3,0.437,0.34,0.805,5.2,0.095,2018
374,ORV,G,Klay Thompson,27.0,GSW,2.0,500.0,0.004,0.0,0.0,0.0,73.0,34.3,20.0,3.8,2.5,0.8,0.5,0.488,0.44,0.837,4.9,0.094,2018
375,ORV,F,Trevor Ariza,32.0,HOU,1.0,500.0,0.002,0.0,0.0,0.0,67.0,33.9,11.7,4.4,1.6,1.5,0.2,0.412,0.368,0.854,5.3,0.113,2018
376,ORV,C,DeMarcus Cousins,27.0,NOP,1.0,500.0,0.002,0.0,0.0,0.0,48.0,36.2,25.2,12.9,5.4,1.6,1.6,0.47,0.354,0.746,4.7,0.13,2018
377,ORV,C,Dwight Howard,32.0,CHO,1.0,500.0,0.002,0.0,0.0,0.0,81.0,30.4,16.6,12.5,1.3,0.6,1.6,0.555,0.143,0.574,6.8,0.132,2018
378,ORV,F,Kevin Love,29.0,CLE,1.0,500.0,0.002,0.0,0.0,0.0,59.0,28.0,17.6,9.3,1.7,0.7,0.4,0.458,0.415,0.88,6.4,0.185,2018
379,ORV,F,Kristaps Porziņģis,22.0,NYK,1.0,500.0,0.002,0.0,0.0,0.0,48.0,32.4,22.7,6.6,1.2,0.8,2.4,0.439,0.395,0.793,3.2,0.099,2018
380,1st,F,Giannis Antetokounmpo,24.0,MIL,500.0,500.0,1.0,100.0,0.0,0.0,72.0,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,2019
381,1st,G,James Harden,29.0,HOU,500.0,500.0,1.0,100.0,0.0,0.0,78.0,36.8,36.1,6.6,7.5,2.0,0.7,0.442,0.368,0.879,15.2,0.254,2019
382,1st,G,Stephen Curry,30.0,GSW,482.0,500.0,0.964,91.0,9.0,0.0,69.0,33.8,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199,2019
383,1st,F,Paul George,28.0,OKC,433.0,500.0,0.866,71.0,25.0,3.0,77.0,36.9,28.0,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201,2019
384,1st,C,Nikola Jokić,23.0,DEN,411.0,500.0,0.822,59.0,38.0,2.0,80.0,31.3,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226,2019
386,2nd,C,Joel Embiid,24.0,PHI,375.0,500.0,0.75,40.0,57.0,4.0,64.0,33.7,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194,2019
387,2nd,F,Kevin Durant,30.0,GSW,358.0,500.0,0.716,29.0,71.0,0.0,78.0,34.6,26.0,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204,2019
388,2nd,G,Damian Lillard,28.0,POR,306.0,500.0,0.612,8.0,87.0,5.0,80.0,35.5,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205,2019
389,2nd,F,Kawhi Leonard,27.0,TOR,242.0,500.0,0.484,0.0,73.0,23.0,60.0,34.0,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224,2019
390,2nd,G,Kyrie Irving,26.0,BOS,195.0,500.0,0.39,0.0,52.0,39.0,67.0,33.0,23.8,5.0,6.9,1.5,0.5,0.487,0.401,0.873,9.0,0.195,2019
392,3rd,G,Russell Westbrook,30.0,OKC,178.0,500.0,0.356,1.0,43.0,44.0,73.0,36.0,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124,2019
393,3rd,F,Blake Griffin,29.0,DET,115.0,500.0,0.23,0.0,13.0,76.0,75.0,35.0,24.5,7.5,5.4,0.7,0.4,0.462,0.362,0.753,8.0,0.147,2019
394,3rd,F,LeBron James,34.0,LAL,111.0,500.0,0.222,0.0,13.0,72.0,55.0,35.2,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179,2019
395,3rd,C,Rudy Gobert,26.0,UTA,89.0,500.0,0.178,1.0,5.0,69.0,81.0,31.8,15.9,12.9,2.0,0.8,2.3,0.669,0.0,0.636,14.4,0.268,2019
396,3rd,G,Kemba Walker,28.0,CHO,51.0,500.0,0.102,0.0,4.0,39.0,82.0,34.9,25.6,4.4,5.9,1.2,0.4,0.434,0.356,0.844,7.4,0.123,2019
398,ORV,G,Bradley Beal,25.0,WAS,34.0,500.0,0.068,0.0,1.0,31.0,82.0,36.9,25.6,5.0,5.5,1.5,0.7,0.475,0.351,0.808,7.6,0.12,2019
399,ORV,G,Klay Thompson,28.0,GSW,27.0,500.0,0.054,0.0,3.0,18.0,78.0,34.0,21.5,3.8,2.4,1.1,0.6,0.467,0.402,0.816,5.3,0.095,2019
400,ORV,C,Karl-Anthony Towns,23.0,MIN,20.0,500.0,0.04,0.0,0.0,20.0,77.0,33.1,24.4,12.4,3.4,0.9,1.6,0.518,0.4,0.836,10.4,0.197,2019
401,ORV,F,LaMarcus Aldridge,33.0,SAS,17.0,500.0,0.034,0.0,2.0,11.0,81.0,33.2,21.3,9.2,2.4,0.5,1.3,0.519,0.238,0.847,9.3,0.167,2019
402,ORV,F,Danilo Gallinari,30.0,LAC,7.0,500.0,0.014,0.0,1.0,4.0,68.0,30.3,19.8,6.1,2.6,0.7,0.3,0.463,0.433,0.904,8.2,0.191,2019
403,ORV,G,Ben Simmons,22.0,PHI,7.0,500.0,0.014,0.0,0.0,7.0,79.0,34.2,16.9,8.8,7.7,1.4,0.8,0.563,0.0,0.6,8.2,0.146,2019
404,ORV,G,Mike Conley,31.0,MEM,4.0,500.0,0.008,0.0,0.0,4.0,70.0,33.5,21.1,3.4,6.4,1.3,0.3,0.438,0.364,0.845,8.0,0.164,2019
405,ORV,G,Donovan Mitchell,22.0,UTA,4.0,500.0,0.008,0.0,0.0,4.0,77.0,33.7,23.8,4.1,4.2,1.4,0.4,0.432,0.362,0.806,5.0,0.092,2019
406,ORV,F,Pascal Siakam,24.0,TOR,4.0,500.0,0.008,0.0,0.0,4.0,80.0,31.9,16.9,6.9,3.1,0.9,0.7,0.549,0.369,0.785,9.3,0.175,2019
407,ORV,C,Nikola Vučević,28.0,ORL,4.0,500.0,0.008,0.0,0.0,4.0,80.0,31.4,20.8,12.0,3.8,1.0,1.1,0.518,0.364,0.789,10.1,0.193,2019
408,ORV,F,Luka Dončić,19.0,DAL,3.0,500.0,0.006,0.0,1.0,0.0,72.0,32.2,21.2,7.8,6.0,1.1,0.3,0.427,0.327,0.713,4.9,0.101,2019
409,ORV,C,Andre Drummond,25.0,DET,3.0,500.0,0.006,0.0,1.0,0.0,79.0,33.5,17.3,15.6,1.4,1.7,1.7,0.533,0.132,0.59,10.0,0.181,2019
410,ORV,G,Dwyane Wade,37.0,MIA,3.0,500.0,0.006,0.0,1.0,0.0,72.0,26.2,15.0,4.0,4.2,0.8,0.5,0.433,0.33,0.708,2.4,0.061,2019
411,ORV,G,DeMar DeRozan,29.0,SAS,3.0,500.0,0.006,0.0,0.0,3.0,77.0,34.9,21.2,6.0,6.2,1.1,0.5,0.481,0.156,0.83,6.3,0.112,2019
412,ORV,G,D'Angelo Russell,22.0,BRK,3.0,500.0,0.006,0.0,0.0,0.0,81.0,30.2,21.1,3.9,7.0,1.2,0.2,0.434,0.369,0.78,5.0,0.097,2019
413,ORV,F,Tobias Harris,26.0,TOT,2.0,500.0,0.004,0.0,0.0,2.0,82.0,34.7,20.0,7.9,2.8,0.6,0.5,0.487,0.397,0.866,7.1,0.12,2019
414,ORV,F,Marvin Bagley III,19.0,SAC,1.0,500.0,0.002,0.0,0.0,1.0,62.0,25.3,14.9,7.6,1.0,0.5,1.0,0.504,0.313,0.691,3.6,0.11,2019
415,ORV,G,Devin Booker,22.0,PHO,1.0,500.0,0.002,0.0,0.0,1.0,64.0,35.0,26.6,4.1,6.8,0.9,0.2,0.467,0.326,0.866,3.5,0.076,2019
416,ORV,C,Anthony Davis,25.0,NOP,1.0,500.0,0.002,0.0,0.0,1.0,56.0,33.0,25.9,12.0,3.9,1.6,2.4,0.517,0.331,0.794,9.5,0.247,2019
417,ORV,G,Eric Gordon,30.0,HOU,1.0,500.0,0.002,0.0,0.0,1.0,68.0,31.7,16.2,2.2,1.9,0.6,0.4,0.409,0.36,0.783,2.6,0.059,2019
418,ORV,G,Jrue Holiday,28.0,NOP,1.0,500.0,0.002,0.0,0.0,1.0,67.0,35.9,21.2,5.0,7.7,1.6,0.8,0.472,0.325,0.768,5.4,0.108,2019
419,ORV,G,Kyle Lowry,32.0,TOR,1.0,500.0,0.002,0.0,0.0,1.0,65.0,34.0,14.2,4.8,8.7,1.4,0.5,0.411,0.347,0.83,6.6,0.144,2019
420,ORV,F,Domantas Sabonis,22.0,IND,1.0,500.0,0.002,0.0,0.0,1.0,74.0,24.8,14.1,9.3,2.9,0.6,0.4,0.59,0.529,0.715,7.6,0.197,2019
421,ORV,C,Myles Turner,22.0,IND,1.0,500.0,0.002,0.0,0.0,1.0,74.0,28.6,13.3,7.2,1.6,0.8,2.7,0.487,0.388,0.736,6.3,0.144,2019
422,ORV,G,Lou Williams,32.0,LAC,1.0,500.0,0.002,0.0,0.0,1.0,75.0,26.6,20.0,3.0,5.4,0.8,0.1,0.425,0.361,0.876,5.1,0.123,2019
423,1st,F,Giannis Antetokounmpo,25.0,MIL,500.0,500.0,1.0,100.0,0.0,0.0,63.0,30.4,29.5,13.6,5.6,1.0,1.0,0.553,0.304,0.633,11.1,0.279,2020
424,1st,F,LeBron James,35.0,LAL,500.0,500.0,1.0,100.0,0.0,0.0,67.0,34.6,25.3,7.8,10.2,1.2,0.5,0.493,0.348,0.693,9.8,0.204,2020
425,1st,G,James Harden,30.0,HOU,474.0,500.0,0.948,89.0,9.0,2.0,68.0,36.5,34.3,6.6,7.5,1.8,0.9,0.444,0.355,0.865,13.1,0.254,2020
426,1st,C,Anthony Davis,26.0,LAL,455.0,500.0,0.91,79.0,20.0,0.0,62.0,34.4,26.1,9.3,3.2,1.5,2.3,0.503,0.33,0.846,11.1,0.25,2020
427,1st,G,Luka Dončić,20.0,DAL,416.0,500.0,0.832,59.0,40.0,1.0,61.0,33.6,28.8,9.4,8.8,1.0,0.2,0.463,0.316,0.758,8.8,0.207,2020
429,2nd,F,Kawhi Leonard,28.0,LAC,372.0,500.0,0.744,39.0,59.0,0.0,57.0,32.4,27.1,7.1,4.9,1.8,0.6,0.47,0.378,0.886,8.7,0.226,2020
430,2nd,C,Nikola Jokić,24.0,DEN,311.0,500.0,0.622,21.0,64.0,14.0,73.0,32.0,19.9,9.7,7.0,1.2,0.6,0.528,0.314,0.817,9.8,0.202,2020
431,2nd,G,Damian Lillard,29.0,POR,284.0,500.0,0.568,6.0,82.0,8.0,66.0,37.5,30.0,4.3,8.0,1.1,0.3,0.463,0.401,0.888,11.6,0.225,2020
432,2nd,G,Chris Paul,34.0,OKC,199.0,500.0,0.398,2.0,52.0,33.0,70.0,31.5,17.6,5.0,6.7,1.6,0.2,0.489,0.365,0.907,8.9,0.193,2020
433,2nd,F,Pascal Siakam,25.0,TOR,168.0,500.0,0.336,1.0,36.0,55.0,60.0,35.2,22.9,7.3,3.5,1.0,0.9,0.453,0.359,0.792,5.4,0.123,2020
435,3rd,F,Jayson Tatum,21.0,BOS,153.0,500.0,0.306,0.0,32.0,57.0,66.0,34.3,23.4,7.0,3.0,1.4,0.9,0.45,0.403,0.812,6.9,0.146,2020
436,3rd,F,Jimmy Butler,30.0,MIA,147.0,500.0,0.294,0.0,32.0,51.0,58.0,33.8,19.9,6.7,6.0,1.8,0.6,0.455,0.244,0.834,9.0,0.221,2020
437,3rd,C,Rudy Gobert,27.0,UTA,110.0,500.0,0.22,1.0,19.0,48.0,68.0,34.3,15.1,13.5,1.5,0.8,2.0,0.693,0.0,0.63,10.7,0.221,2020
438,3rd,G,Ben Simmons,23.0,PHI,61.0,500.0,0.122,0.0,9.0,29.0,57.0,35.4,16.4,7.8,8.0,2.1,0.6,0.58,0.286,0.621,6.9,0.165,2020
439,3rd,G,Russell Westbrook,31.0,HOU,56.0,500.0,0.112,0.0,9.0,29.0,57.0,35.9,27.2,7.9,7.0,1.6,0.4,0.472,0.258,0.763,4.2,0.098,2020
441,ORV,F,Khris Middleton,28.0,MIL,82.0,500.0,0.164,0.0,10.0,52.0,62.0,29.9,20.9,6.2,4.3,0.9,0.1,0.497,0.415,0.916,7.9,0.205,2020
442,ORV,C,Joel Embiid,25.0,PHI,79.0,500.0,0.158,3.0,14.0,22.0,51.0,29.5,23.0,11.6,3.0,0.9,1.3,0.477,0.331,0.807,6.0,0.192,2020
443,ORV,G,Bradley Beal,26.0,WAS,32.0,500.0,0.064,0.0,3.0,23.0,57.0,36.0,30.5,4.2,6.1,1.2,0.4,0.455,0.353,0.842,5.1,0.118,2020
444,ORV,G,Kyle Lowry,33.0,TOR,26.0,500.0,0.052,0.0,3.0,17.0,58.0,36.2,19.4,5.0,7.5,1.4,0.4,0.416,0.352,0.857,7.5,0.171,2020
445,ORV,C,Bam Adebayo,22.0,MIA,26.0,500.0,0.052,0.0,0.0,26.0,72.0,33.6,15.9,10.2,5.1,1.1,1.3,0.557,0.143,0.691,8.5,0.168,2020
446,ORV,G,Trae Young,21.0,ATL,13.0,500.0,0.026,0.0,1.0,10.0,60.0,35.3,29.6,4.3,9.3,1.1,0.1,0.437,0.361,0.86,5.9,0.133,2020
447,ORV,G,Donovan Mitchell,23.0,UTA,10.0,500.0,0.02,0.0,1.0,7.0,69.0,34.3,24.0,4.4,4.3,1.0,0.2,0.449,0.366,0.863,5.4,0.11,2020
448,ORV,F,Paul George,29.0,LAC,7.0,500.0,0.014,0.0,2.0,1.0,48.0,29.6,21.5,5.7,3.9,1.4,0.4,0.439,0.412,0.876,4.8,0.161,2020
449,ORV,F,Brandon Ingram,22.0,NOP,5.0,500.0,0.01,0.0,1.0,2.0,62.0,33.9,23.8,6.1,4.2,1.0,0.6,0.463,0.391,0.851,5.1,0.115,2020
450,ORV,G,Kemba Walker,29.0,BOS,4.0,500.0,0.008,0.0,1.0,1.0,56.0,31.1,20.4,3.9,4.8,0.9,0.5,0.425,0.381,0.864,5.9,0.162,2020
451,ORV,C,Andre Drummond,26.0,TOT,3.0,500.0,0.006,0.0,1.0,0.0,57.0,33.0,17.7,15.2,2.7,1.9,1.6,0.533,0.143,0.575,4.2,0.108,2020
452,ORV,G,Devin Booker,23.0,PHO,3.0,500.0,0.006,0.0,0.0,3.0,70.0,35.9,26.6,4.2,6.5,0.7,0.3,0.489,0.354,0.919,7.5,0.143,2020
453,ORV,C,Karl-Anthony Towns*,24.0,MIN,2.0,500.0,0.004,0.0,0.0,2.0,35.0,33.9,26.5,10.8,4.4,0.9,1.2,0.508,0.412,0.796,5.1,0.204,2020
454,ORV,G,Zach LaVine,24.0,CHI,1.0,500.0,0.002,0.0,0.0,1.0,60.0,34.8,25.5,4.8,4.2,1.5,0.5,0.45,0.38,0.802,4.0,0.091,2020
455,ORV,C,Brook Lopez,31.0,MIL,1.0,500.0,0.002,0.0,0.0,1.0,68.0,26.7,12.0,4.6,1.5,0.7,2.4,0.435,0.314,0.836,5.5,0.145,2020
456,1st,F,Giannis Antetokounmpo,26.0,MIL,500.0,500.0,1.0,100.0,0.0,0.0,61.0,33.0,28.1,11.0,5.9,1.2,1.2,0.569,0.303,0.685,10.2,0.244,2021
457,1st,C,Nikola Jokić,25.0,DEN,498.0,500.0,0.996,99.0,1.0,0.0,72.0,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,2021
458,1st,G,Stephen Curry,32.0,GSW,496.0,500.0,0.992,98.0,2.0,0.0,63.0,34.2,32.0,5.5,5.8,1.2,0.1,0.482,0.421,0.916,9.0,0.201,2021
459,1st,G,Luka Dončić,21.0,DAL,402.0,500.0,0.804,55.0,41.0,4.0,66.0,34.3,27.7,8.0,8.6,1.0,0.5,0.479,0.35,0.73,7.7,0.163,2021
460,1st,F,Kawhi Leonard,29.0,LAC,323.0,500.0,0.646,28.0,58.0,9.0,52.0,34.1,24.8,6.5,5.2,1.6,0.4,0.512,0.398,0.885,8.8,0.238,2021
462,2nd,G,Damian Lillard,30.0,POR,372.0,500.0,0.744,38.0,60.0,2.0,67.0,35.8,28.8,4.2,7.5,0.9,0.3,0.451,0.391,0.928,10.4,0.209,2021
463,2nd,C,Joel Embiid,26.0,PHI,352.0,500.0,0.704,28.0,70.0,2.0,51.0,31.1,28.5,10.6,2.8,1.0,1.4,0.513,0.377,0.859,8.8,0.266,2021
464,2nd,G,Chris Paul,35.0,PHO,311.0,500.0,0.622,23.0,62.0,10.0,70.0,31.4,16.4,4.5,8.9,1.4,0.3,0.499,0.395,0.934,9.2,0.201,2021
465,2nd,F,Julius Randle,26.0,NYK,253.0,500.0,0.506,16.0,46.0,35.0,71.0,37.6,24.1,10.2,6.0,0.9,0.3,0.456,0.411,0.811,7.8,0.14,2021
466,2nd,F,LeBron James,36.0,LAL,174.0,500.0,0.348,2.0,44.0,32.0,45.0,33.4,25.0,7.7,7.8,1.1,0.6,0.513,0.365,0.698,5.6,0.179,2021
468,3rd,C,Rudy Gobert,28.0,UTA,148.0,500.0,0.296,0.0,26.0,70.0,71.0,30.8,14.3,13.5,1.3,0.6,2.7,0.675,0.0,0.623,11.3,0.248,2021
